Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location
DA MARCO,20630 SENECA MEADOWS PKWY,GERMANTOWN,MD,20876,BBWLHR26273,On Premise,"B&N CONSULTING, LLC","20630 SENECA MEADOWS PKWY
GERMANTOWN, MD 20876
(39.198076, -77.254758)"
CHUY'S,12266 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR26488,On Premise,"CHUY'S OPCO, INC","12266 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.057821, -77.120638)"
BISCOTTI RISTORANTE ITALIANO,7212 MUNCASTER MILL ROAD,DERWOOD,MD,20855,HBW045,On Premise,"LIZAMA, INC.","7212 MUNCASTER MILL ROAD
DERWOOD, MD 20855
(39.146186, -77.14515)"
WESTLAKE BEER & WINE,10442 AUTO PARK AVE,BETHESDA,MD,20817,ABW263,Off Premise,A-ONE GROUPS LTD,"10442 AUTO PARK AVE
BETHESDA, MD 20817
(39.027365, -77.145462)"
RUBY TUESDAY - GERMANTOWN,19800 CENTURY BLVD,GERMANTOWN,MD,20874,BBWLHR031,On Premise,"RUBY TUESDAY, INC.","19800 CENTURY BLVD
GERMANTOWN, MD 20874
(39.180536, -77.267921)"
PHO VIET STAR,13825 OUTLET DRIVE,SILVER SPRING,MD,20904,HBW19200,On Premise,"PHO VIET STAR, LLC.","13825 OUTLET DRIVE
SILVER SPRING, MD 20904
(39.082746, -76.946397)"
"LAKESIDE BEER, WINE CHEESE & SUBS",9621 LOST KNIFE ROAD,GAITHERSBURG,MD,20877,ABW144,Off Premise,"USK, INC.","9621 LOST KNIFE ROAD
GAITHERSBURG, MD 20877
(39.154949, -77.200992)"
SHOPHOUSE SILVER SPRING,935 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR24272,On Premise,"SHOPHOUSE MARYLAND, LLC","935 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.99554, -77.026879)"
ORIENTAL EAST,1312 EAST WEST HIGHWAY,SILVER SPRING,MD,20910,BBWLHR188,On Premise,"ORIENTAL INN, INC.","1312 EAST WEST HIGHWAY
SILVER SPRING, MD 20910
(38.992846, -77.031616)"
"HOLLYWOOD BEER, WINE & DELI",12703 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,ABW031,Off Premise,"DYO ENTERPRISES,INC.","12703 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.064291, -76.999428)"
